ResponseTime,Availability,Throughput,Successability,Reliability,Compliance,BestPractices,Latency,ServiceName
503,16,5,16,67,89,72,43.71,Service
287,90,8.1,97,60,78,69,16.94,ForecastServiceImplService
207.69,89,12.6,96,53,100,71,27.61,Exchanges
770.6,98,1,98,60,100,72,254.5,eBayAPIInterfaceService
309.2,96,12.6,99,73,100,84,10.6,waterService
140.64,94,13.1,94,73,78,62,54.28,SkyNodeWS
225.87,25,6.1,26,67,89,72,22,sdm25
146,93,5.9,98,67,78,72,24,GetBestMapDefinitionService
116,87,2.8,95,60,100,74,30,CanadaAddressVerification
149.75,78,9.4,78,80,89,87,4.5,BBWS
109.5,94,8.2,98,73,100,84,14.75,LogServices
176.33,92,6.5,97,83,89,91,119.83,EbiService
184.67,88,1.9,89,73,78,75,7.67,PlaceFinder
49.5,85,1.8,95,67,78,72,1.5,DataGeneration
1084.5,85,7.3,95,58,100,57,6.5,TWS-DR
461.5,39,5.1,40,80,89,83,331.88,TCrossPlatformSoapService
222.6,85,15.6,95,73,100,84,6,emowseService
84,91,12.5,97,67,78,82,2,BasicAddressMatch
74.5,92,8.4,97,73,78,80,23.5,DensityMap
259,56,4.1,57,67,78,72,12.75,SeqnaviSoapApiService
182.25,67,9.7,67,67,67,85,46.5,RenderServer3D
269.38,99,9,100,67,100,72,39.88,TerraService
101.84,14,10.6,15,60,89,69,3.29,ODWS
200,78,9.6,78,73,89,80,81.5,InstantOrder
330.2,99,2.4,100,73,100,84,38.2,showdbService
790.2,91,3.1,97,78,78,89,1.8,ECPAMT
194.6,90,1.9,97,58,100,75,5.4,bananaService
86.4,89,24.7,96,73,78,84,8.4,SendCustomForm
105.67,91,3.5,97,60,100,74,23,IndianAddressVerification
513.5,27,3.8,28,33,89,59,30,DocumentManager
131,97,2.3,99,60,100,74,27.5,ResidentialLookup
113.5,96,1.3,99,60,100,79,24,ZacksSummary
89,83,13.2,84,73,67,80,1,SortNumbers
98,87,13.7,95,67,78,77,1,CPP_SCORE_REQUEST
211,43,3.1,44,53,89,66,7.71,scavenger_hunt
321.4,88,2.8,96,73,100,84,38.4,seealsoService
124.38,87,15.8,95,73,78,84,0.88,SmartPayments
112.81,24,12.6,25,67,100,77,4,TerraService
202.4,85,0.8,95,73,100,84,7.4,digestService
303.1,34,10.4,34,73,100,80,2.4,ExperimentWebService
175.75,78,10.8,78,73,89,80,79.75,CustomerService
1818.64,62,2.4,63,73,78,84,37.35,SMS_Service
83.12,90,21.9,97,73,100,80,10.87,OpcXmlDaSrv
83,92,24.8,97,73,78,84,10.6,SendCustomForm
111.2,91,17.6,97,50,78,77,14.4,IDV
894.5,56,3,57,83,89,91,715.25,Authentication
70.23,17,8.3,18,60,78,79,5.58,AmazonSearchService
783,63,4.6,64,73,89,75,76.33,IDEC_GeoServeis
132.86,28,3.8,28,78,50,89,4.36,Chemistry
196.33,87,9.5,95,53,100,71,38.12,XigniteRates
128.06,62,3.3,62,73,89,84,10.56,KBBEWebService
1845.5,72,5,72,83,89,91,3.5,CountryService
58.21,62,13.3,63,67,100,77,4.68,AWSECommerceService
2555,83,0.3,84,73,78,88,2035,validateAddress_Service
200.8,93,2.4,98,73,100,84,7.4,garnierService
56.17,97,11.3,97,83,78,91,7.17,AWSAlexa
93.93,80,2.1,80,67,78,82,3.72,interop2
106.75,86,1.3,95,80,78,87,1.25,SailboatCalcsWS
316.5,72,15.9,72,80,89,87,5.5,Slash/SOAP/Test
